model,dataset,shots,target,task,split,run,spearman,rmse,mae,r2,mse
E4_log,twibot20,10,listed_count,regression,test,eval_E4_log_to_twibot20_reg_10shot_listed_count_19_07_2026_11_53_27,-0.6090824504114496,3.876341802794837,2.855924129486084,-1.3165061473846436,15.026025772094728
E4_log,twibot20,10,account_age_days,regression,test,eval_E4_log_to_twibot20_reg_10shot_account_age_days_19_07_2026_11_53_32,-0.2602485283135899,7.589330572428484,7.493346214294434,-43.71858596801758,57.597938537597656
E4r_log,twibot20,10,followers_count,regression,test,eval_E4r_log_to_twibot20_reg_10shot_followers_count_19_07_2026_11_53_38,-0.2507106707518859,8.15287061815691,7.548793792724609,-6.238717079162598,66.46929931640625
E4r_log,twibot20,10,friends_count,regression,test,eval_E4r_log_to_twibot20_reg_10shot_friends_count_19_07_2026_11_53_42,-0.2275468534915648,6.9507808548527485,6.711723327636719,-14.562314987182615,48.3133544921875
E4r_log,twibot20,10,statuses_count,regression,test,eval_E4r_log_to_twibot20_reg_10shot_statuses_count_19_07_2026_11_53_42,-0.2725527805620111,8.273351278026874,7.902470111846924,-10.97244358062744,68.4483413696289
E4r_log,twibot20,10,listed_count,regression,test,eval_E4r_log_to_twibot20_reg_10shot_listed_count_19_07_2026_11_53_52,-0.1771628521807643,3.790537124458028,2.831742763519287,-1.2150871753692627,14.368171691894531
E4r_log,twibot20,10,account_age_days,regression,test,eval_E4r_log_to_twibot20_reg_10shot_account_age_days_19_07_2026_11_53_53,-0.0593890091737635,7.574146225155616,7.485541820526123,-43.539825439453125,57.36769104003906
E2b_log,midterm,10,friends_count,regression,test,eval_E2b_log_to_midterm_reg_10shot_friends_count_19_07_2026_12_12_08,-0.1557645951107266,6.731249161262425,6.531711578369141,-16.937273025512695,45.309715270996094
E2b_log,midterm,10,favourites_count,regression,test,eval_E2b_log_to_midterm_reg_10shot_favourites_count_19_07_2026_12_12_08,-0.0727468662119444,9.864841306079922,9.628246307373049,-20.507009506225582,97.31509399414062
E2b_log,midterm,10,statuses_count,regression,test,eval_E2b_log_to_midterm_reg_10shot_statuses_count_19_07_2026_12_12_08,-0.1152189613077993,9.48966658911978,9.286118507385254,-23.283674240112305,90.05377197265625
E2b_log,midterm,10,followers_count,regression,test,eval_E2b_log_to_midterm_reg_10shot_followers_count_19_07_2026_12_12_08,-0.1662604570575312,6.25809564795202,5.872299671173096,-7.630962371826172,39.163761138916016
E2b_log,midterm,10,listed_count,regression,test,eval_E2b_log_to_midterm_reg_10shot_listed_count_19_07_2026_12_12_23,-0.0489292256136782,1.8883253882303568,1.2246575355529783,-0.7025138139724731,3.565772771835327
E2b_log,midterm,10,account_age_days,regression,test,eval_E2b_log_to_midterm_reg_10shot_account_age_days_19_07_2026_12_12_24,0.0257193642813529,7.345873716362015,7.228574752807617,-30.97823143005371,53.96186065673828
E2b_log,ukr_rus_twitter,10,followers_count,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_followers_count_19_07_2026_12_12_24,-0.12036562234797,5.291749708269996,4.774120330810547,-4.506157398223877,28.002614974975582
E2b_log,ukr_rus_twitter,10,friends_count,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_friends_count_19_07_2026_12_12_29,-0.0633382689939892,5.931177246162066,5.700089931488037,-12.617904663085938,35.178863525390625
E2b_log,ukr_rus_twitter,10,statuses_count,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_statuses_count_19_07_2026_12_12_38,-0.1096721498917635,8.028199562804529,7.612801551818848,-9.212042808532717,64.45198822021484
E2b_log,ukr_rus_twitter,10,favourites_count,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_favourites_count_19_07_2026_12_12_39,-0.0841789598780097,8.362646756787505,7.916300773620605,-8.79598331451416,69.9338607788086
E2b_log,ukr_rus_twitter,10,listed_count,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_listed_count_19_07_2026_12_14_35,-0.0367703210865416,1.7185134031268667,1.0921244621276855,-0.6432148218154907,2.953288316726685
E2b_log,covid19_twitter,10,followers_count,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_followers_count_19_07_2026_12_14_51,-0.1287856269038799,5.443285265070049,5.046271324157715,-6.359830379486084,29.62935447692871
E2b_log,covid19_twitter,10,friends_count,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_friends_count_19_07_2026_12_14_51,-0.110968509517756,5.810536699045711,5.619848251342773,-15.292797088623049,33.76233673095703
E2b_log,ukr_rus_twitter,10,account_age_days,regression,test,eval_E2b_log_to_ukr_rus_twitter_reg_10shot_account_age_days_19_07_2026_12_14_51,-0.0222650955135485,7.311422676216508,7.180589199066162,-28.11431312561035,53.45690155029297
E2b_log,covid19_twitter,10,statuses_count,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_statuses_count_19_07_2026_12_16_44,-0.1329247352998044,8.079148720191302,7.765548229217529,-12.625261306762695,65.27264404296875
E2b_log,covid19_twitter,10,favourites_count,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_favourites_count_19_07_2026_12_17_09,-0.1241508066913761,8.136346025578634,7.770384311676025,-10.673958778381348,66.20012664794922
E2b_log,covid19_twitter,10,listed_count,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_listed_count_19_07_2026_12_19_18,-0.0536958112382896,1.6067631091195471,0.980543851852417,-0.5761635303497314,2.581687688827514
E2b_log,covid19_twitter,10,account_age_days,regression,test,eval_E2b_log_to_covid19_twitter_reg_10shot_account_age_days_19_07_2026_12_19_22,-0.022143425952119,7.340155058426101,7.251618385314941,-42.684871673583984,53.87787628173828
E2b_log,twibot20,10,followers_count,regression,test,eval_E2b_log_to_twibot20_reg_10shot_followers_count_19_07_2026_12_21_11,0.0180099506847307,8.264840389863672,7.689889430999756,-6.438911437988281,68.30758666992188
E2b_log,twibot20,10,friends_count,regression,test,eval_E2b_log_to_twibot20_reg_10shot_friends_count_19_07_2026_12_21_57,-0.1294478984633381,7.085566299624678,6.853109836578369,-15.171716690063477,50.20524978637695
E2b_log,twibot20,10,listed_count,regression,test,eval_E2b_log_to_twibot20_reg_10shot_listed_count_19_07_2026_12_23_57,0.0857786115355355,3.8534127950120016,2.919059991836548,-1.289182424545288,14.848790168762209
E2b_log,twibot20,10,statuses_count,regression,test,eval_E2b_log_to_twibot20_reg_10shot_statuses_count_19_07_2026_12_23_57,-0.1396391657880631,8.403213576548316,8.042868614196777,-11.351243019104004,70.61399841308594
E2b_log,twibot20,10,account_age_days,regression,test,eval_E2b_log_to_twibot20_reg_10shot_account_age_days_19_07_2026_12_23_58,0.0021282823259087,7.71393289717946,7.626185417175293,-45.19902801513672,59.5047607421875
cov_NM,midterm,10,statuses_count,regression,test,eval_cov_NM_to_midterm_reg_10shot_statuses_count_21_07_2026_12_24_09,-0.0401064336141704,9.382292899070318,9.179224014282228,-22.737253189086918,88.02742004394531
cov_NM,midterm,10,followers_count,regression,test,eval_cov_NM_to_midterm_reg_10shot_followers_count_21_07_2026_12_24_09,-0.0892687773857393,6.152917569966522,5.766759872436523,-7.343283653259277,37.858394622802734
cov_NM,midterm,10,account_age_days,regression,test,eval_cov_NM_to_midterm_reg_10shot_account_age_days_21_07_2026_12_24_09,-0.0601071187239744,7.240390855133956,7.11898946762085,-30.066444396972656,52.42325973510742
cov_CL,midterm,10,followers_count,regression,test,eval_cov_CL_to_midterm_reg_10shot_followers_count_21_07_2026_12_24_09,-0.0134694187521385,6.210013689158121,5.829259872436523,-7.498846054077148,38.56427001953125
cov_CL,midterm,10,statuses_count,regression,test,eval_cov_CL_to_midterm_reg_10shot_statuses_count_21_07_2026_12_24_27,-0.0485507531147959,9.396081846436918,9.192834854125977,-22.807077407836918,88.2863540649414
cov_FP,midterm,10,followers_count,regression,test,eval_cov_FP_to_midterm_reg_10shot_followers_count_21_07_2026_12_24_27,0.1896343238804314,6.161725238125784,5.798527240753174,-7.367186546325684,37.96685791015625
cov_CL,midterm,10,account_age_days,regression,test,eval_cov_CL_to_midterm_reg_10shot_account_age_days_21_07_2026_12_24_28,0.1655988550353634,7.278308716384329,7.163833141326904,-30.39268493652344,52.973777770996094
cov_FP,midterm,10,statuses_count,regression,test,eval_cov_FP_to_midterm_reg_10shot_statuses_count_21_07_2026_12_24_31,0.11024289639192,9.404654839695532,9.210356712341309,-22.85054016113281,88.4475326538086
cov_FP,midterm,10,account_age_days,regression,test,eval_cov_FP_to_midterm_reg_10shot_account_age_days_21_07_2026_12_24_43,0.0457282230598902,7.272102077661567,7.156376361846924,-30.339168548583984,52.88346862792969
cov_MIX,midterm,10,statuses_count,regression,test,eval_cov_MIX_to_midterm_reg_10shot_statuses_count_21_07_2026_12_24_43,-0.0989651760332176,9.48879183090009,9.283075332641602,-23.279197692871094,90.03717041015625
cov_MIX,midterm,10,followers_count,regression,test,eval_cov_MIX_to_midterm_reg_10shot_followers_count_21_07_2026_12_24_43,-0.1552428507703858,6.293285776271121,5.907089710235596,-7.728301048278809,39.605445861816406
cov_MIX,midterm,10,account_age_days,regression,test,eval_cov_MIX_to_midterm_reg_10shot_account_age_days_21_07_2026_12_24_52,-0.204907826512197,7.375234567823583,7.2477593421936035,-31.23437118530273,54.39408493041992
all8_NM,midterm,10,followers_count,regression,test,eval_all8_NM_to_midterm_reg_10shot_followers_count_21_07_2026_12_24_59,0.0850301526823681,6.196458900474806,5.821328163146973,-7.461785316467285,38.39610290527344
all8_NM,midterm,10,statuses_count,regression,test,eval_all8_NM_to_midterm_reg_10shot_statuses_count_21_07_2026_12_25_00,0.0496423103167465,9.44967411831661,9.251508712768556,-23.079429626464844,89.29634094238281
all8_NM,midterm,10,account_age_days,regression,test,eval_all8_NM_to_midterm_reg_10shot_account_age_days_21_07_2026_12_25_00,0.2054597938075917,7.303303208990516,7.190686225891113,-30.60866928100586,53.33823776245117
all8_CL,midterm,10,followers_count,regression,test,eval_all8_CL_to_midterm_reg_10shot_followers_count_21_07_2026_12_25_13,-0.0832730133521072,6.458417075649952,6.085732460021973,-8.192359924316406,41.71115112304688
all8_CL,midterm,10,account_age_days,regression,test,eval_all8_CL_to_midterm_reg_10shot_account_age_days_21_07_2026_12_25_15,0.0194297725656574,7.599045904403168,7.483597755432129,-33.2204475402832,57.74549865722656
all8_CL,midterm,10,statuses_count,regression,test,eval_all8_CL_to_midterm_reg_10shot_statuses_count_21_07_2026_12_25_16,-0.1765325858973667,9.764881221675845,9.561087608337402,-24.71262550354004,95.3529052734375
all8_FP,midterm,10,followers_count,regression,test,eval_all8_FP_to_midterm_reg_10shot_followers_count_21_07_2026_12_25_16,0.1291675204123572,6.158112374945827,5.782971858978272,-7.357378005981445,37.92234802246094
all8_MIX,midterm,10,statuses_count,regression,test,eval_all8_MIX_to_midterm_reg_10shot_statuses_count_21_07_2026_12_25_33,0.2177233620841887,9.454658320893662,9.261838912963867,-23.104835510253903,89.39056396484375
all8_FP,midterm,10,statuses_count,regression,test,eval_all8_FP_to_midterm_reg_10shot_statuses_count_21_07_2026_12_25_33,0.03876222450162,9.384269912441288,9.185709953308104,-22.74725914001465,88.06452178955078
all8_MIX,midterm,10,followers_count,regression,test,eval_all8_MIX_to_midterm_reg_10shot_followers_count_21_07_2026_12_25_33,0.2043124015920364,6.2187147283272655,5.851619720458984,-7.522678375244141,38.67241287231445
all8_FP,midterm,10,account_age_days,regression,test,eval_all8_FP_to_midterm_reg_10shot_account_age_days_21_07_2026_12_25_34,0.0120884208309381,7.252834949668227,7.136209487915039,-30.173324584960938,52.603614807128906
cov_NM,ukr_rus_twitter,10,followers_count,regression,test,eval_cov_NM_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_25_56,-0.0240668407057612,5.165284720565444,4.651259899139404,-4.246124267578125,26.68016624450684
all8_MIX,midterm,10,account_age_days,regression,test,eval_all8_MIX_to_midterm_reg_10shot_account_age_days_21_07_2026_12_25_57,0.0355331577035443,7.322022326912869,7.205631732940674,-30.77090835571289,53.61201095581055
cov_NM,ukr_rus_twitter,10,statuses_count,regression,test,eval_cov_NM_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_25_57,-0.0345575433863445,7.894536565281486,7.480501174926758,-8.874828338623047,62.323707580566406
cov_NM,ukr_rus_twitter,10,account_age_days,regression,test,eval_cov_NM_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_25_57,-0.0415655565000554,7.179153505543139,7.046418190002441,-27.0704402923584,51.54024505615234
cov_CL,ukr_rus_twitter,10,followers_count,regression,test,eval_cov_CL_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_26_17,-0.007130961845652,5.256168011945566,4.745352745056152,-4.43235969543457,27.627302169799805
cov_CL,ukr_rus_twitter,10,statuses_count,regression,test,eval_cov_CL_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_28_00,-0.0531754671563684,7.976218639288813,7.563920497894287,-9.080228805541992,63.62006378173828
cov_CL,ukr_rus_twitter,10,account_age_days,regression,test,eval_cov_CL_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_28_00,0.0624017326960264,7.265734993707057,7.1375041007995605,-27.75159072875977,52.7909049987793
cov_FP,ukr_rus_twitter,10,followers_count,regression,test,eval_cov_FP_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_28_00,0.2015270257556258,5.185805630020145,4.6901164054870605,-4.287891387939453,26.892580032348636
cov_FP,ukr_rus_twitter,10,statuses_count,regression,test,eval_cov_FP_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_28_31,0.1583306063921644,7.930328012539872,7.531434059143066,-8.964570999145508,62.89010238647461
cov_FP,ukr_rus_twitter,10,account_age_days,regression,test,eval_cov_FP_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_30_02,0.0332199054056092,7.228857849150352,7.10175371170044,-27.460474014282227,52.256385803222656
cov_MIX,ukr_rus_twitter,10,followers_count,regression,test,eval_cov_MIX_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_30_04,0.0014852486538504,5.303449213730822,4.799882888793945,-4.530531406402588,28.12657356262207
cov_MIX,ukr_rus_twitter,10,statuses_count,regression,test,eval_cov_MIX_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_30_04,-0.0108470547849319,8.026109527228394,7.619061946868896,-9.20672607421875,64.4184341430664
cov_MIX,ukr_rus_twitter,10,account_age_days,regression,test,eval_cov_MIX_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_30_50,-0.10668746271688,7.325914387054036,7.192663192749023,-28.22983932495117,53.66902160644531
all8_NM,ukr_rus_twitter,10,followers_count,regression,test,eval_all8_NM_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_32_10,-0.0003215605996088,5.207878621915126,4.696165561676025,-4.333002090454102,27.121999740600582
all8_NM,ukr_rus_twitter,10,statuses_count,regression,test,eval_all8_NM_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_32_11,-0.0228166888085543,7.958556113861388,7.549098968505859,-9.035634994506836,63.33861541748047
all8_NM,ukr_rus_twitter,10,account_age_days,regression,test,eval_all8_NM_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_32_31,0.0266176784415878,7.248483959722575,7.120020389556885,-27.615222930908203,52.54051971435547
all8_CL,ukr_rus_twitter,10,followers_count,regression,test,eval_all8_CL_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_33_22,-0.0069732251887408,5.419122618433106,4.921267032623291,-4.774415493011475,29.36688995361328
all8_CL,ukr_rus_twitter,10,statuses_count,regression,test,eval_all8_CL_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_34_39,-0.0666774604083362,8.237152731352557,7.834046840667725,-9.750545501708984,67.8506851196289
all8_CL,ukr_rus_twitter,10,account_age_days,regression,test,eval_all8_CL_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_34_43,-0.0226908085539002,7.53726601814745,7.408629417419434,-29.940723419189453,56.81037902832031
all8_FP,ukr_rus_twitter,10,followers_count,regression,test,eval_all8_FP_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_34_54,0.1261413456500641,5.188987242977968,4.680997848510742,-4.294381618499756,26.92558860778809
all8_FP,ukr_rus_twitter,10,statuses_count,regression,test,eval_all8_FP_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_36_07,0.0929633029428949,7.920463722216722,7.514069080352783,-8.939796447753906,62.73374557495117
all8_FP,ukr_rus_twitter,10,account_age_days,regression,test,eval_all8_FP_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_37_26,0.0246116591644251,7.212553725546624,7.084629058837891,-27.332239151000977,52.02093124389648
all8_MIX,ukr_rus_twitter,10,statuses_count,regression,test,eval_all8_MIX_to_ukr_rus_twitter_reg_10shot_statuses_count_21_07_2026_12_37_58,0.125954925484126,7.985385659112267,7.5847601890563965,-9.103412628173828,63.76638412475586
all8_MIX,ukr_rus_twitter,10,followers_count,regression,test,eval_all8_MIX_to_ukr_rus_twitter_reg_10shot_followers_count_21_07_2026_12_37_58,0.1098514451846316,5.249329115372651,4.747488975524902,-4.418232440948486,27.555456161499023
all8_MIX,ukr_rus_twitter,10,account_age_days,regression,test,eval_all8_MIX_to_ukr_rus_twitter_reg_10shot_account_age_days_21_07_2026_12_39_14,0.0365886509719757,7.276826882141436,7.1502766609191895,-27.83944129943848,52.95220947265625
cov_NM,covid19_twitter,10,followers_count,regression,test,eval_cov_NM_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_39_37,-0.031823158795548,5.333681313765524,4.9399237632751465,-6.06642484664917,28.448156356811523
cov_NM,covid19_twitter,10,statuses_count,regression,test,eval_cov_NM_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_40_09,0.0180553361309031,7.964464658477842,7.656320095062256,-12.241185188293455,63.43269729614258
cov_NM,covid19_twitter,10,account_age_days,regression,test,eval_cov_NM_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_40_14,0.0114285504860311,7.228952835247874,7.14108419418335,-41.37126159667969,52.25775909423828
cov_CL,covid19_twitter,10,followers_count,regression,test,eval_cov_CL_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_41_31,-0.1126729128417194,5.420751097883942,5.024967670440674,-6.299019813537598,29.38454246520996
cov_CL,covid19_twitter,10,statuses_count,regression,test,eval_cov_CL_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_44_58,-0.1382314564347467,8.03499530784978,7.721295356750488,-12.476741790771484,64.56114959716797
cov_CL,covid19_twitter,10,account_age_days,regression,test,eval_cov_CL_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_45_01,0.0261616203706875,7.300939306157617,7.213528633117676,-42.219337463378906,53.30371475219727
cov_FP,covid19_twitter,10,followers_count,regression,test,eval_cov_FP_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_45_04,0.1518066048003195,5.34412690556769,4.966607093811035,-6.094130039215088,28.5596923828125
cov_FP,covid19_twitter,10,statuses_count,regression,test,eval_cov_FP_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_46_24,0.0994918036430323,7.987713199928165,7.688296794891357,-12.31860065460205,63.80356216430664
cov_FP,covid19_twitter,10,account_age_days,regression,test,eval_cov_FP_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_49_58,0.0165162845726495,7.262327828393631,7.176789283752441,-41.76340866088867,52.74140548706055
cov_MIX,covid19_twitter,10,followers_count,regression,test,eval_cov_MIX_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_50_00,0.0648892340286899,5.461340718807005,5.081422328948975,-6.408736705780029,29.82624244689941
cov_MIX,covid19_twitter,10,statuses_count,regression,test,eval_cov_MIX_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_50_01,0.0880375206528988,8.0808790223543,7.780200481414795,-12.631099700927734,65.30060577392578
cov_MIX,covid19_twitter,10,account_age_days,regression,test,eval_cov_MIX_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_51_55,-0.1029384884584625,7.36221783393606,7.271720886230469,-42.947879791259766,54.20225143432617
all8_NM,covid19_twitter,10,statuses_count,regression,test,eval_all8_NM_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_54_48,-0.0343660502343721,8.023262534606403,7.715322494506836,-12.437414169311523,64.37274169921875
all8_NM,covid19_twitter,10,account_age_days,regression,test,eval_all8_NM_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_54_48,0.0099676080842332,7.2912222881238495,7.204220771789551,-42.1043701171875,53.161922454833984
all8_NM,covid19_twitter,10,followers_count,regression,test,eval_all8_NM_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_54_48,-0.0053210486316048,5.373172893037833,4.984086513519287,-6.171454429626465,28.87098693847656
all8_CL,covid19_twitter,10,followers_count,regression,test,eval_all8_CL_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_56_43,-0.0319781261518997,5.60043123492199,5.219086647033691,-6.790916919708252,31.364830017089844
all8_CL,covid19_twitter,10,statuses_count,regression,test,eval_all8_CL_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_12_59_37,-0.1307746606494559,8.316959876916462,8.008905410766602,-13.439191818237305,69.17182159423828
all8_FP,covid19_twitter,10,followers_count,regression,test,eval_all8_FP_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_12_59_39,0.0726430723342554,5.34149389994315,4.954865455627441,-6.087141036987305,28.531557083129883
all8_CL,covid19_twitter,10,account_age_days,regression,test,eval_all8_CL_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_12_59_39,-0.0513713542973685,7.59223904118194,7.503410816192627,-45.7369499206543,57.64209365844727
all8_FP,covid19_twitter,10,statuses_count,regression,test,eval_all8_FP_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_13_02_24,0.0131434525649059,7.9734873135263,7.66859769821167,-12.27120304107666,63.57649993896485
all8_FP,covid19_twitter,10,account_age_days,regression,test,eval_all8_FP_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_13_03_53,-0.012038901920757,7.243088683648656,7.157386302947998,-41.5371322631836,52.46233367919922
all8_MIX,covid19_twitter,10,followers_count,regression,test,eval_all8_MIX_to_covid19_twitter_reg_10shot_followers_count_21_07_2026_13_04_00,0.0456221405016142,5.405936700640152,5.021371841430664,-6.25917911529541,29.224151611328125
all8_MIX,covid19_twitter,10,statuses_count,regression,test,eval_all8_MIX_to_covid19_twitter_reg_10shot_statuses_count_21_07_2026_13_04_01,0.1021769536252915,8.036819604815799,7.735588550567627,-12.48286247253418,64.59046936035156
all8_MIX,covid19_twitter,10,account_age_days,regression,test,eval_all8_MIX_to_covid19_twitter_reg_10shot_account_age_days_21_07_2026_13_07_34,-0.0255702099364123,7.307003727027712,7.220389842987059,-42.29116439819336,53.39230346679688
cov_NM,twibot20,10,followers_count,regression,test,eval_cov_NM_to_twibot20_reg_10shot_followers_count_21_07_2026_13_08_24,-0.0441198220437606,8.11582781186105,7.525752067565918,-6.173087596893311,65.86666107177734
cov_NM,twibot20,10,statuses_count,regression,test,eval_cov_NM_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_08_31,-0.0884289824320091,8.239495265279452,7.878596782684326,-10.874656677246094,67.8892822265625
cov_NM,twibot20,10,account_age_days,regression,test,eval_cov_NM_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_08_31,0.1157709934069432,7.547371857835628,7.461169242858887,-43.22548675537109,56.96282196044922
cov_CL,twibot20,10,statuses_count,regression,test,eval_cov_CL_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_12_33,-0.0933806424474564,8.341676375783274,7.98256778717041,-11.171006202697754,69.58356475830078
cov_CL,twibot20,10,account_age_days,regression,test,eval_cov_CL_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_12_34,0.0346626763900427,7.652370170481445,7.564703941345215,-44.46456909179688,58.55876922607422
cov_FP,twibot20,10,followers_count,regression,test,eval_cov_FP_to_twibot20_reg_10shot_followers_count_21_07_2026_13_12_34,-0.0392453991137636,8.133530584142633,7.548619270324707,-6.204414367675781,66.1543197631836
cov_CL,twibot20,10,followers_count,regression,test,eval_cov_CL_to_twibot20_reg_10shot_followers_count_21_07_2026_13_12_34,-0.018942200562248,8.210979312750341,7.627298355102539,-6.342270851135254,67.42018127441406
cov_FP,twibot20,10,account_age_days,regression,test,eval_cov_FP_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_13_19,-0.0121537319057053,7.573866695821509,7.487789154052734,-43.53653717041016,57.36345672607422
cov_MIX,twibot20,10,followers_count,regression,test,eval_cov_MIX_to_twibot20_reg_10shot_followers_count_21_07_2026_13_13_19,0.1148006512674147,8.222849240609307,7.6552734375,-6.363514423370361,67.61524963378906
cov_MIX,twibot20,10,statuses_count,regression,test,eval_cov_MIX_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_13_19,0.0145780977920102,8.355026340408855,8.00434398651123,-11.20999526977539,69.80646514892578
cov_FP,twibot20,10,statuses_count,regression,test,eval_cov_FP_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_13_19,-0.0102888131142736,8.253557305242266,7.9026198387146,-10.915223121643066,68.12120819091797
all8_NM,twibot20,10,account_age_days,regression,test,eval_all8_NM_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_13_39,0.0872435379727973,7.629833253010841,7.54401159286499,-44.19716644287109,58.21435546875
all8_NM,twibot20,10,followers_count,regression,test,eval_all8_NM_to_twibot20_reg_10shot_followers_count_21_07_2026_13_13_39,0.144561313201607,8.176990549002522,7.602501392364502,-6.281611442565918,66.86317443847656
cov_MIX,twibot20,10,account_age_days,regression,test,eval_cov_MIX_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_13_39,0.0322743464844516,7.680004156032074,7.592713356018066,-44.79351806640625,58.98246383666992
all8_NM,twibot20,10,statuses_count,regression,test,eval_all8_NM_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_13_39,0.1353182188950849,8.305271304003588,7.958188056945801,-11.065004348754885,68.97753143310547
all8_CL,twibot20,10,followers_count,regression,test,eval_all8_CL_to_twibot20_reg_10shot_followers_count_21_07_2026_13_13_58,0.1578745010898146,8.433978214661847,7.880937576293945,-6.7464985847473145,71.13198852539062
all8_CL,twibot20,10,statuses_count,regression,test,eval_all8_CL_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_13_58,0.0921724191874079,8.587536816469479,8.248042106628418,-11.899030685424805,73.74578857421875
all8_CL,twibot20,10,account_age_days,regression,test,eval_all8_CL_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_14_41,-0.0277831937690975,7.933911811617362,7.847017765045166,-47.87152099609375,62.94695663452149
all8_FP,twibot20,10,account_age_days,regression,test,eval_all8_FP_to_twibot20_reg_10shot_account_age_days_21_07_2026_13_14_41,-0.0531555376817796,7.561011301852305,7.475207805633545,-43.385475158691406,57.16889190673828
all8_FP,twibot20,10,followers_count,regression,test,eval_all8_FP_to_twibot20_reg_10shot_followers_count_21_07_2026_13_14_41,-0.0214322360613702,8.12140235479662,7.538276672363281,-6.1829447746276855,65.9571762084961
all8_FP,twibot20,10,statuses_count,regression,test,eval_all8_FP_to_twibot20_reg_10shot_statuses_count_21_07_2026_13_14_41,-0.0428314527428529,8.242466579250328,7.89111328125,-10.883222579956056,67.9382553100586
all8_MIX,twibot20,10,followers_count,regression,test,eval_all8_MIX_to_twibot20_reg_10shot_followers_count_21_07_2026_13_14_57,0.0315060361369538,8.189327123479167,7.608515739440918,-6.303598880767822,67.06507873535156
